ADDRESS,ADMIN_DIST,ATS_CODE,BORO,BORONUM,City,FAX,GEO_DISTRI,GRADES,LOC_CODE,MANAGED_BY,PRINCIPAL,PRIN_PH,SCHOOLNAME,SCH_TYPE,STATE_CODE,ZIP,geometry,lat,lon,index_right,index,uhf34,mood1,mood2,mood3,mood4,mood5,mood6,agg_mood,nspd,Total Enrollment
280 HART STREET,16.0,16K636 ,K,2.0,BROOKLYN,718-453-7847,16,"PK,0K,01,02,03,04,05,SE",K636,1.0,DANIKA LACROIX,718-453-4081,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORAT,Elementary,NY,11206,POINT (-73.94057573077177 40.69389003161819),40.6938900316,-73.9405757308,14.0,15.0,15.0,4.23070469799,3.93718592965,4.02181208054,4.53227158424,3.80637049455,4.5788590604,3.61574589668,0.941989999715,183.0
6565 FLATLANDS AVENUE,18.0,18K637 ,K,2.0,BROOKLYN,718-968-4296,18,"09,10,11,SE",K637,1.0,MICHELLE ASHKIN,718-968-4101,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,NY,11236,POINT (-73.917670817619 40.63370442872617),40.6337044287,-73.9176708176,11.0,12.0,12.0,4.42141036534,4.34523809524,4.37021276596,4.65136054422,3.92602040816,4.74808510638,8.06519405428,8.018645945,293.0
999 JAMAICA AVENUE,19.0,19K639 ,K,2.0,BROOKLYN,718-235-4028,19,"09,10,11,12,SE",K639,1.0,CHARLES SIMIC,718-235-3592,BROOKLYN LAB SCHOOL,High school,NY,11208,POINT (-73.86930241205148 40.69264292033012),40.6926429203,-73.8693024121,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,330.0
1600 ROCKAWAY PARKWAY,18.0,18K642 ,K,2.0,BROOKLYN,718-290-8721,18,"09,10,11,SE",K642,1.0,Abe Correa,718-290-8720,URBAN ACTION ACADEMY,High school,NY,11236,POINT (-73.89914503383665 40.64029708568992),40.6402970857,-73.8991450338,11.0,12.0,12.0,4.42141036534,4.34523809524,4.37021276596,4.65136054422,3.92602040816,4.74808510638,8.06519405428,8.018645945,293.0
985 ROCKAWAY AVENUE,23.0,23K643 ,K,2.0,BROOKLYN,718-342-6708,23,"09,10,11,12,SE",K643,1.0,THOMAS MCKENNA,718-342-6348,BROOKLYN DEMOCRACY ACADEMY,High school,NY,11212,POINT (-73.90685209533555 40.65584312593569),40.6558431259,-73.9068520953,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,211.0
1137 HERKIMER STREET,23.0,23K644 ,K,2.0,BROOKLYN,NULL,23,"06,07,08,SE",K644,1.0,RASHAD MEADE,718-495-0863,EAGLE ACADEMY FOR YOUNG MEN II,Junior High-Intermediate-Middle,NY,11233,POINT (-73.91547347050654 40.67802001566561),40.6780200157,-73.9154734705,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,591.0
1495 HERKIMER STREET,23.0,23K646 ,K,2.0,BROOKLYN,718-498-7170,23,"09,10,11,12,SE",K646,1.0,Matt Molloy,718-498-5257,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,High school,NY,11233,POINT (-73.90400983733285 40.67737320155197),40.6773732016,-73.9040098373,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,237.0
985 ROCKAWAY AVENUE,23.0,23K647 ,K,2.0,BROOKLYN,718-342-6329,23,"09,10,11,12,SE",K647,1.0,MERI YALLOWITZ,718-342-6249,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,High school,NY,11212,POINT (-73.90654153970004 40.65588087851788),40.6558808785,-73.9065415397,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,197.0
800 GATES AVENUE,84.0,84K648,K,2.0,BROOKLYN,718-669-7771,16,"05,06,07",K648,2.0,Mabel Lajes-Guiteras,718-669-7460,COLLEGIATE CHARTER SCHOOL,Secondary School,NY,11221,POINT (-73.93241304974472 40.68810172976558),40.6881017298,-73.9324130497,14.0,15.0,15.0,4.23070469799,3.93718592965,4.02181208054,4.53227158424,3.80637049455,4.5788590604,3.61574589668,0.941989999715,476.0
800 GATES AVENUE,84.0,84K649,K,2.0,BROOKLYN,718-443-7291,16,"0K,01,02,03",K649,2.0,Andrea Zayas,718-443-2136,LA CIMA CHARTER SCHOOL,Early Childhood,NY,11221,POINT (-73.93206041852797 40.68814481119941),40.6881448112,-73.9320604185,14.0,15.0,15.0,4.23070469799,3.93718592965,4.02181208054,4.53227158424,3.80637049455,4.5788590604,3.61574589668,0.941989999715,425.0
71 SULLIVAN STREET,84.0,84K651,K,2.0,BROOKLYN,718-858-7814,15,"0K,01,02,03,SE",K651,2.0,Spencer Robertson/Ashley F*,718-858-7813,PAVE ACADEMY CHARTER SCHOOL,Elementary,NY,11231,POINT (-74.0117220102352 40.67718291924177),40.6771829192,-74.0117220102,5.0,6.0,6.0,4.32936507937,3.98543046358,4.09788359788,4.56821192053,4.0,4.63612217795,5.30194273408,3.9833051145,500.0
345 DEAN STREET,15.0,15K656 ,K,2.0,BROOKLYN,718-852-8734,15,"09,10,11,12,SE",K656,1.0,MARGARET LACEY BERMAN,718-855-2412,BROOKLYN HIGH SCHOOL OF THE ARTS,High school,NY,11217,POINT (-73.98029589827243 40.68398224352315),40.6839822435,-73.9802958983,5.0,6.0,6.0,4.32936507937,3.98543046358,4.09788359788,4.56821192053,4.0,4.63612217795,5.30194273408,3.9833051145,924.0
999 JAMAICA AVENUE,19.0,19K659 ,K,2.0,BROOKLYN,718-647-6719,19,"09,10,11,12,SE",K659,1.0,Alex Maysonet,718-647-1672,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,High school,NY,11208,POINT (-73.86920149149935 40.69324402503742),40.693244025,-73.8692014915,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,232.0
145 PENNSYLVANIA AVENUE,19.0,19K660 ,K,2.0,BROOKLYN,718-345-5470,19,"09,10,11,12,SE",K660,1.0,JOCELYN BADETTE,718-345-9100,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,High school,NY,11207,POINT (-73.89602313857631 40.67386046461178),40.6738604646,-73.8960231386,7.0,8.0,8.0,4.39173680184,4.2874617737,4.26758409786,4.65902140673,3.90199081164,4.74655436447,7.39040828363,8.07967657711,498.0
71-77 CLINTON AVENUE,13.0,13K670 ,K,2.0,BROOKLYN,718-797-3862,13,"09,10,11,12,SE",K670,1.0,MAJIDA ABDUL KARIM,718-797-3702,BENJAMIN BANNEKER ACADEMY,High school,NY,11205,POINT (-73.9689734036308 40.69541204730944),40.6954120473,-73.9689734036,5.0,6.0,6.0,4.32936507937,3.98543046358,4.09788359788,4.56821192053,4.0,4.63612217795,5.30194273408,3.9833051145,916.0
250 HOOPER STREET,14.0,14K685 ,K,2.0,BROOKLYN,718-387-4229,14,"09,10,11,12,SE",K685,1.0,HECTOR CALDERON,718-387-1125,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,High school,NY,11211,POINT (-73.95592577024044 40.70541611985225),40.7054161199,-73.9559257702,4.0,5.0,5.0,4.13798701299,4.19500324465,4.10386238234,4.4377027904,3.77005521273,4.52826510721,3.82311054892,1.35595264588,246.0
8310 21ST AVENUE,21.0,21K690 ,K,2.0,BROOKLYN,718-266-5093,21,"06,07,08,09,10,11,12,SE",K690,1.0,Andrea Ciliotta,718-266-5032,BROOKLYN STUDIO SECONDARY SCHOOL,Secondary School,NY,11214,POINT (-73.99473327362773 40.60497800947184),40.6049780095,-73.9947332736,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,917.0
226 BRISTOL STREET,23.0,23K697 ,K,2.0,BROOKLYN,718-345-8069,23,"06,07,08,09,10,11,12,SE",K697,1.0,Carmen Simon,718-498-2605,TEACHERS PREPARATORY HIGH SCHOOL,Secondary School,NY,11212,POINT (-73.91186959485964 40.66562802801845),40.665628028,-73.9118695949,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,369.0
173 CONOVER STREET,15.0,15K698 ,K,2.0,BROOKLYN,718-422-1927,15,"09,10,11,12,SE",K698,1.0,LOUIS GARCIA,718-422-1915,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,High school,NY,11231,POINT (-74.01422016981878 40.67783545413146),40.6778354541,-74.0142201698,5.0,6.0,6.0,4.32936507937,3.98543046358,4.09788359788,4.56821192053,4.0,4.63612217795,5.30194273408,3.9833051145,180.0
545 WILLOUGHBY AVENUE,84.0,84K701,K,2.0,BROOKLYN,718-302-2426,14,"0K,01,02,03,04,05",K701,2.0,Omigbade Escayg,718-302-2085,BROOKLYN CHARTER SCHOOL,Elementary,NY,11206,POINT (-73.94794433043865 40.6942345946314),40.6942345946,-73.9479443304,14.0,15.0,15.0,4.23070469799,3.93718592965,4.02181208054,4.53227158424,3.80637049455,4.5788590604,3.61574589668,0.941989999715,245.0
241 EMERSON PLACE,84.0,84K702,K,2.0,BROOKLYN,718-399-2149,13,"0K,01,02,03,04,05,06,SE",K702,2.0,Melaine Bryon,718-399-3824,COMMUNITY PARTNERSHIP CHARTER,K-8,NY,11205,POINT (-73.96104172292121 40.69091288262823),40.6909128826,-73.9610417229,5.0,6.0,6.0,4.32936507937,3.98543046358,4.09788359788,4.56821192053,4.0,4.63612217795,5.30194273408,3.9833051145,471.0
11 BARTLETT STREET,84.0,84K703,K,2.0,BROOKLYN,718-388-8936,14,"0K,01,02,03,04,05,06,07,08,SE",K703,2.0,Timothy Gembka,718-388-8847,BEGINNING WITH CHILDREN CHARTER SCHOOL,K-8,NY,11206,POINT (-73.94815420981486 40.70029693331543),40.7002969333,-73.9481542098,14.0,15.0,15.0,4.23070469799,3.93718592965,4.02181208054,4.53227158424,3.80637049455,4.5788590604,3.61574589668,0.941989999715,369.0
655 PARKSIDE AVENUE,84.0,84K704,K,2.0,BROOKLYN,718-703-8550,17,"0K,01,02,03,04,05,06,07,08",K704,2.0,Tracy Rebe,718-704-4484,EXPLORE CHARTER SCHOOL,K-8,NY,11226,POINT (-73.95147166075736 40.65640433544812),40.6564043354,-73.9514716608,10.0,11.0,11.0,4.42335766423,4.04094631483,4.23406193078,4.60746812386,4.00818926297,4.64539653601,6.41496610377,6.53152013594,529.0
64 AVENUE X,75.0,75K721 ,K,2.0,BROOKLYN,718-449-2176,21,"08,09,10,11,12,SE",K721,1.0,WENDY WEISS,718-996-8199,P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER,High school,NY,11223,POINT (-73.9813915804959 40.58796423804368),40.587964238,-73.9813915805,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,527.0
2865 WEST 19TH STREET,21.0,21K728 ,K,2.0,BROOKLYN,718-946-6825,21,"09,10,11,12",K728,1.0,APRIL LEONG,718-946-6812,LIBERATION DIPLOMA PLUS,High school,NY,11224,POINT (-73.9857287521889 40.57713751154208),40.5771375115,-73.9857287522,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,206.0
856 QUINCY STREET,84.0,84K731,K,2.0,BROOKLYN,718-246-5864,16,"0K,01,02,03,04,05,06,07,08",K731,2.0,Tom Demarco,718-246-5681,BROOKLYN EXCELSIOR CHARTER,K-8,NY,11221,POINT (-73.92528712880663 40.68967984649635),40.6896798465,-73.9252871288,14.0,15.0,15.0,4.23070469799,3.93718592965,4.02181208054,4.53227158424,3.80637049455,4.5788590604,3.61574589668,0.941989999715,676.0
510 CLERMONT AVENUE,75.0,75K753 ,K,2.0,BROOKLYN,718-857-0565,13,"09,10,11,12,SE",K753,1.0,YVROSE PIERRE,718-857-4646,P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT,High school,NY,11238,POINT (-73.96903200934398 40.6825040888363),40.6825040888,-73.9690320093,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,213.0
1075 OCEAN VIEW AVENUE,75.0,75K771 ,K,2.0,BROOKLYN,718-769-0017,21,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",K771,1.0,DENISE D'ANNA,718-891-3602,P.S. K771,K-12 all grades,NY,11235,POINT (-73.95629545217992 40.57999283786458),40.5799928379,-73.9562954522,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,427.0
2525 HARING STREET,75.0,75K811 ,K,2.0,BROOKLYN,718-648-7816,22,"06,07,08,09,10,11,12,SE",K811,1.0,ANTOINETTE ROSE,718-769-6984,P.S. K811 CONNIE LEKAS SCHOOL,Secondary School,NY,11235,POINT (-73.93881450090711 40.59115103768725),40.5911510377,-73.9388145009,13.0,14.0,14.0,4.37473903967,4.01989528796,4.22779519331,4.61337513062,4.0355276907,4.72413793103,6.49883981342,5.82904349688,325.0
4004 4 AVENUE,15.0,15K821 ,K,2.0,BROOKLYN,718-965-3330,15,"06,07,08,SE",K821,1.0,LOLA PADIN,718-965-3331,SUNSET PARK PREP,Junior High-Intermediate-Middle,NY,11232,POINT (-74.0074342119018 40.65226005553622),40.6522600555,-74.0074342119,8.0,9.0,9.0,4.31640625,4.345703125,4.2255859375,4.611328125,3.85239491691,4.677734375,6.66201453403,6.68647458268,515.0
8 HENRY STREET,2.0,02M001 ,M,1.0,MANHATTAN,212-267-4469,2,"PK,0K,01,02,03,04,05,SE",M001,1.0,AMY HOM,212-267-4133,P.S. 001 ALFRED E. SMITH,Elementary,NY,10038,POINT (-73.99749701276576 40.71260837985993),40.7126083799,-73.9974970128,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,400.0
122 HENRY STREET,2.0,02M002 ,M,1.0,MANHATTAN,212-608-4080,2,"PK,0K,01,02,03,04,05,SE",M002,1.0,BRETT GUSTAFSON,212-964-0350,P.S. 002 MEYER LONDON,Elementary,NY,10002,POINT (-73.99137797025963 40.7130866081785),40.7130866082,-73.9913779703,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,672.0
490 HUDSON STREET,2.0,02M003 ,M,1.0,MANHATTAN,212-675-5306,2,"PK,0K,01,02,03,04,05,SE",M003,1.0,LISA SIEGMAN,212-691-1183,P.S. 003 CHARRETTE SCHOOL,Elementary,NY,10014,POINT (-74.00617915903699 40.73262202003166),40.73262202,-74.006179159,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,789.0
500 WEST 160 STREET,6.0,06M004 ,M,1.0,MANHATTAN,212-928-2532,6,"PK,0K,01,02,03,04,05,SE",M004,1.0,DELOIS WHITE,212-928-0739,P.S. 004 DUKE ELLINGTON,Elementary,NY,10032,POINT (-73.94122414618947 40.83476308371939),40.8347630837,-73.9412241462,15.0,16.0,16.0,4.266367713,4.18287243533,4.16607142857,4.51739518287,3.88025022341,4.63571428571,5.42550940782,4.74284801923,655.0
3703 TENTH AVENUE,6.0,06M005 ,M,1.0,MANHATTAN,212-567-6526,6,"0K,01,02,03,04,05,SE",M005,1.0,WANDA SOTO,212-567-8109,P.S. 005 ELLEN LURIE,Elementary,NY,10034,POINT (-73.92235896010844 40.85847891576184),40.8584789158,-73.9223589601,15.0,16.0,16.0,4.266367713,4.18287243533,4.16607142857,4.51739518287,3.88025022341,4.63571428571,5.42550940782,4.74284801923,631.0
45 EAST  81 STREET,2.0,02M006 ,M,1.0,MANHATTAN,212-772-8669,2,"0K,01,02,03,04,05,SE",M006,1.0,LAUREN FONTANA,212-737-9774,P.S. 006 LILLIE D. BLAKE,Elementary,NY,10028,POINT (-73.9604856324388 40.77759409695353),40.777594097,-73.9604856324,27.0,28.0,28.0,4.40794223827,4.12623985573,4.23153153153,4.62488728584,4.09123757904,4.68169522092,7.08787546225,6.6144788219,700.0
160 EAST 120 STREET,4.0,04M007 ,M,1.0,MANHATTAN,212-860-6070,4,"PK,0K,01,02,03,04,05,06,07,08,SE",M007,1.0,RACQUEL JONES,212-860-5827,P.S. 007 SAMUEL STERN,K-8,NY,10035,POINT (-73.93933424403508 40.80079919761675),40.8007991976,-73.939334244,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,372.0
465 WEST 167 STREET,6.0,06M008 ,M,1.0,MANHATTAN,212-928-4072,6,"0K,01,02,03,04,05,SE",M008,1.0,RAFAELA LANDIN,212-928-4364,P.S. 008 LUIS BELLIARD,Elementary,NY,10032,POINT (-73.93659343752087 40.83915282901928),40.839152829,-73.9365934375,15.0,16.0,16.0,4.266367713,4.18287243533,4.16607142857,4.51739518287,3.88025022341,4.63571428571,5.42550940782,4.74284801923,558.0
100 WEST  84 STREET,3.0,03M009 ,M,1.0,MANHATTAN,212-873-4681,3,"PK,0K,01,02,03,04,05,SE",M009,1.0,DIANE BRADY,212-678-2812,P.S. 009 SARAH ANDERSON,Elementary,NY,10024,POINT (-73.97372189942507 40.78516270766195),40.7851627077,-73.9737218994,18.0,19.0,19.0,4.27552275523,4.20541205412,4.15129151292,4.53078817734,3.93849938499,4.65270935961,5.7922663465,3.85069142249,611.0
320 WEST  21 STREET,2.0,02M011 ,M,1.0,MANHATTAN,212-989-7816,2,"PK,0K,01,02,03,04,05,SE",M011,1.0,ROBERT BENDER,212-929-1743,P.S. 011 WILLIAM T. HARRIS,Elementary,NY,10011,POINT (-74.00067930666248 40.7442632687965),40.7442632688,-74.0006793067,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,921.0
240 EAST 109 STREET,4.0,04M012 ,M,1.0,MANHATTAN,212-831-1842,4,"0K,01,02,03,04,05,06,07,08",M012,1.0,JANETTE CESAR,212-860-6003,TAG YOUNG SCHOLARS,K-8,NY,10029,POINT (-73.94162890613791 40.79252318107299),40.7925231811,-73.9416289061,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,561.0
333 EAST  4 STREET,1.0,01M015 ,M,1.0,MANHATTAN,212-477-0931,1,"PK,0K,01,02,03,04,05,SE",M015,1.0,IRENE SANCHEZ,212-228-8730,P.S. 015 ROBERTO CLEMENTE,Elementary,NY,10009,POINT (-73.97881143093532 40.72189107721136),40.7218910772,-73.9788114309,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,176.0
4124 9 AVENUE,6.0,06M018 ,M,1.0,MANHATTAN,212-304-1423,6,"0K,01,02,03,04,05,06,07,08,SE",M018,1.0,Connie Mejia,212-567-4353,P.S. 018 PARK TERRACE,K-8,NY,10034,POINT (-73.91166186057043 40.87157811902556),40.871578119,-73.9116618606,15.0,16.0,16.0,4.266367713,4.18287243533,4.16607142857,4.51739518287,3.88025022341,4.63571428571,5.42550940782,4.74284801923,395.0
185 1 AVENUE,1.0,01M019 ,M,1.0,MANHATTAN,212-673-1477,1,"PK,0K,01,02,03,04,05,SE",M019,1.0,JACQUELINE FLANAGAN,212-533-5340,P.S. 019 ASHER LEVY,Elementary,NY,10003,POINT (-73.98417971283784 40.72973959016597),40.7297395902,-73.9841797128,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,270.0
166 ESSEX STREET,1.0,01M020 ,M,1.0,MANHATTAN,212-254-3526,1,"PK,0K,01,02,03,04,05,SE",M020,1.0,JAMES LEE,212-254-9577,P.S. 020 ANNA SILVER,Elementary,NY,10002,POINT (-73.98638076388349 40.72127452395798),40.721274524,-73.9863807639,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,581.0
475 WEST 155 STREET,6.0,06M028 ,M,1.0,MANHATTAN,212-368-5978,6,"PK,0K,01,02,03,04,05,SE",M028,1.0,ELSA NUNEZ,212-690-3014,P.S. 028 WRIGHT BROTHERS,Elementary,NY,10032,POINT (-73.94200119405521 40.83148279580533),40.8314827958,-73.9420011941,15.0,16.0,16.0,4.266367713,4.18287243533,4.16607142857,4.51739518287,3.88025022341,4.63571428571,5.42550940782,4.74284801923,704.0
281 9 AVENUE,2.0,02M033 ,M,1.0,MANHATTAN,212-629-6893,2,"PK,0K,01,02,03,04,05,SE",M033,1.0,LINORE LINDY,212-244-6426,P.S. 033 CHELSEA PREP,Elementary,NY,10001,POINT (-74.00014485711829 40.74903526178078),40.7490352618,-74.0001448571,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,639.0
730 EAST  12 STREET,1.0,01M034 ,M,1.0,MANHATTAN,212-353-1973,1,"PK,0K,01,02,03,04,05,06,07,08,SE",M034,1.0,JOYCE STALLINGS HARTE,212-228-4433,P.S. 034 FRANKLIN D. ROOSEVELT,K-8,NY,10009,POINT (-73.97522068045815 40.72626637759853),40.7262663776,-73.9752206805,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,394.0
317 WEST  52ND STREET,75.0,75M035 ,M,1.0,MANHATTAN,212-315-2814,2,"01,02,03,04,05,06,07,08,09,10,11,12,SE",M035,1.0,MARTA ROJO,212-247-4307,P.S. 035,K-12 all grades,NY,10019,POINT (-73.98593491693047 40.76406844091212),40.7640684409,-73.9859349169,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,271.0
123 MORNINGSIDE DRIVE,5.0,05M036 ,M,1.0,MANHATTAN,212-690-5811,5,"PK,0K,01,02,03,04,SE",M036,1.0,Cynthia Mullins-Simmons,212-690-5807,P.S. 036 MARGARET DOUGLAS,Elementary,NY,10027,POINT (-73.95739347165537 40.81059404443063),40.8105940444,-73.9573934717,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,447.0
508 EAST 120 STREET,4.0,04M037 ,M,1.0,MANHATTAN,212-289-9231,4,"0K,01,02,03,04,05,SE",M037,1.0,Alison McKenzie,212-348-2208,RIVER EAST ELEMENTARY,Elementary,NY,10035,POINT (-73.93042169485135 40.79704708127413),40.7970470813,-73.9304216949,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,203.0
232 EAST 103 STREET,4.0,04M038 ,M,1.0,MANHATTAN,212-860-6093,4,"PK,0K,01,02,03,04,05,SE",M038,1.0,NORMA CARABALLO,212-860-5882,P.S. 38 ROBERTO CLEMENTE,Elementary,NY,10029,POINT (-73.94494947758106 40.78857917998057),40.78857918,-73.9449494776,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,252.0
319 EAST 19 STREET,2.0,02M040 ,M,1.0,MANHATTAN,212-533-5388,2,"PK,0K,01,02,03,04,05,SE",M040,1.0,SUSAN FELDER,212-475-5500,P.S. 040 AUGUSTUS SAINT-GAUDENS,Elementary,NY,10003,POINT (-73.98182078505572 40.73523039062817),40.7352303906,-73.9818207851,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,631.0
116 WEST  11 STREET,2.0,02M041 ,M,1.0,MANHATTAN,212-924-0910,2,"0K,01,02,03,04,05,SE",M041,1.0,KELLY SHANNON,212-675-2756,P.S. 041 GREENWICH VILLAGE,Elementary,NY,10011,POINT (-73.99930576907821 40.73562847561556),40.7356284756,-73.9993057691,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,721.0
71 HESTER STREET,2.0,02M042 ,M,1.0,MANHATTAN,212-431-7384,2,"PK,0K,01,02,03,04,05,SE",M042,1.0,Rosa Casiello O'Day,212-226-8410,P.S. 042 BENJAMIN ALTMAN,Elementary,NY,10002,POINT (-73.99086944111644 40.71604531449336),40.7160453145,-73.9908694411,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,737.0
2987 FREDERICK DGLS BLVD,5.0,05M046 ,M,1.0,MANHATTAN,212-690-5913,5,"PK,0K,01,02,03,04,05,06,07,SE",M046,1.0,GEORGE YOUNG,212-690-5911,P.S. 046 ARTHUR TAPPAN,Elementary,NY,10039,POINT (-73.93594757707554 40.83162743333505),40.8316274333,-73.9359475771,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,773.0
223 EAST 23 STREET,2.0,02M047 ,M,1.0,MANHATTAN,917-326-6688,2,"09,10,11,12,SE",M047,1.0,Watfa A. Shama,917-326-6668,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,NY,10010,POINT (-73.98161774987457 40.73843258765368),40.7384325877,-73.9816177499,27.0,28.0,28.0,4.40794223827,4.12623985573,4.23153153153,4.62488728584,4.09123757904,4.68169522092,7.08787546225,6.6144788219,186.0
4360-78 BROADWAY,6.0,06M048 ,M,1.0,MANHATTAN,917-521-3805,6,"PK,0K,01,02,03,04,05,SE",M048,1.0,TRACY WALSH,917-521-3800,P.S. 048 P.O. MICHAEL J. BUCZEK,Elementary,NY,10033,POINT (-73.9337403194079 40.85322145399039),40.853221454,-73.9337403194,15.0,16.0,16.0,4.266367713,4.18287243533,4.16607142857,4.51739518287,3.88025022341,4.63571428571,5.42550940782,4.74284801923,599.0
433 EAST 100 STREET,4.0,04M050 ,M,1.0,MANHATTAN,212-860-6071,4,"0K,01,02,03,04,05,06,07,08,SE",M050,1.0,Cynthia Rochez,212-860-5976,P.S. 050 VITO MARCANTONIO,K-8,NY,10029,POINT (-73.94120256372675 40.78560449468416),40.7856044947,-73.9412025637,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,288.0
323 East 91st Street,2.0,02M051 ,M,1.0,MANHATTAN,212-582-8661,2,"PK,0K,01,02,03,04,05,SE",M051,1.0,NANCY SING BOCK,212-757-3067,P.S. 051 ELIAS HOWE,Elementary,NY,10128,POINT (-73.94791658646409 40.7806144661127),40.7806144661,-73.9479165865,27.0,28.0,28.0,4.40794223827,4.12623985573,4.23153153153,4.62488728584,4.09123757904,4.68169522092,7.08787546225,6.6144788219,370.0
